"DB","Lange","Hohe","Name","Kommentar"
"58","9.08310333333333","48.8541466666667","Sonntag, den 17.02.2019 um 13:22 Uhr",
"62","9.08305833333333","48.8535833333333","Sonntag, den 17.02.2019 um 13:22 Uhr",
"55","9.08301833333333","48.8530283333333","Sonntag, den 17.02.2019 um 13:22 Uhr",
"71","9.08299333333333","48.85259","Sonntag, den 17.02.2019 um 13:22 Uhr",
"57","9.08298333333333","48.8520433333333","Sonntag, den 17.02.2019 um 13:22 Uhr",
"72","9.08296666666667","48.85174","Sonntag, den 17.02.2019 um 13:23 Uhr",
"69","9.08291166666667","48.85124","Sonntag, den 17.02.2019 um 13:23 Uhr",
"71","9.08290166666667","48.8508866666667","Sonntag, den 17.02.2019 um 13:23 Uhr",
"74","9.08292666666667","48.8503416666667","Sonntag, den 17.02.2019 um 13:23 Uhr",
"69","9.08301166666667","48.8498016666667","Sonntag, den 17.02.2019 um 13:23 Uhr",
"60","9.08323833333333","48.8492366666667","Sonntag, den 17.02.2019 um 13:23 Uhr",
"62","9.08357666666667","48.8487016666667","Sonntag, den 17.02.2019 um 13:23 Uhr",
"62","9.08397833333333","48.848215","Sonntag, den 17.02.2019 um 13:23 Uhr",
"61","9.08433","48.8479633333333","Sonntag, den 17.02.2019 um 13:23 Uhr",
"57","9.08489","48.8475433333333","Sonntag, den 17.02.2019 um 13:23 Uhr",
"54","9.084895","48.8475483333333","Sonntag, den 17.02.2019 um 13:23 Uhr",
"59","9.085205","48.847285","Sonntag, den 17.02.2019 um 13:23 Uhr",
"62","9.08567333333333","48.84699","Sonntag, den 17.02.2019 um 13:23 Uhr",
"60","9.08614166666667","48.84666","Sonntag, den 17.02.2019 um 13:23 Uhr",
"68","9.08651666666667","48.8464016666667","Sonntag, den 17.02.2019 um 13:23 Uhr",
"59","9.08705833333333","48.84604","Sonntag, den 17.02.2019 um 13:23 Uhr",
"59","9.08773666666667","48.84559","Sonntag, den 17.02.2019 um 13:23 Uhr",
"50","9.08803833333333","48.845315","Sonntag, den 17.02.2019 um 13:24 Uhr",
"48","9.088175","48.8450866666667","Sonntag, den 17.02.2019 um 13:24 Uhr",
"59","9.08824666666667","48.8449566666667","Sonntag, den 17.02.2019 um 13:24 Uhr",
"58","9.08867666666667","48.8446433333333","Sonntag, den 17.02.2019 um 13:24 Uhr",
"62","9.089185","48.8442266666667","Sonntag, den 17.02.2019 um 13:24 Uhr",
"60","9.08892833333333","48.8444183333333","Sonntag, den 17.02.2019 um 13:24 Uhr",
"59","9.08950333333333","48.8438983333333","Sonntag, den 17.02.2019 um 13:24 Uhr",
"61","9.08969","48.84362","Sonntag, den 17.02.2019 um 13:24 Uhr",
"59","9.09000333333333","48.8431583333333","Sonntag, den 17.02.2019 um 13:24 Uhr",
"60","9.09020166666667","48.8428216666667","Sonntag, den 17.02.2019 um 13:24 Uhr",
"69","9.09050166666667","48.8423016666667","Sonntag, den 17.02.2019 um 13:24 Uhr",
"64","9.090975","48.84148","Sonntag, den 17.02.2019 um 13:24 Uhr",
"62","9.09130666666667","48.84027","Sonntag, den 17.02.2019 um 13:24 Uhr",
"67","9.09150333333333","48.8397116666667","Sonntag, den 17.02.2019 um 13:24 Uhr",
"64","9.09169","48.8393366666667","Sonntag, den 17.02.2019 um 13:24 Uhr",
"68","9.091845","48.8389516666667","Sonntag, den 17.02.2019 um 13:24 Uhr",
"67","9.09198333333333","48.83857","Sonntag, den 17.02.2019 um 13:24 Uhr",
"59","9.09216666666667","48.8380183333333","Sonntag, den 17.02.2019 um 13:24 Uhr",
"61","9.09260333333333","48.83699","Sonntag, den 17.02.2019 um 13:25 Uhr",
"60","9.09278","48.8365333333333","Sonntag, den 17.02.2019 um 13:25 Uhr",
"59","9.09302166666667","48.8362466666667","Sonntag, den 17.02.2019 um 13:25 Uhr",
"69","9.09346666666667","48.8357816666667","Sonntag, den 17.02.2019 um 13:25 Uhr",
"81","9.09370166666667","48.83548","Sonntag, den 17.02.2019 um 13:25 Uhr",
"75","9.09402166666667","48.83513","Sonntag, den 17.02.2019 um 13:25 Uhr",
"77","9.09421166666667","48.8349266666667","Sonntag, den 17.02.2019 um 13:25 Uhr",
"76","9.094275","48.8348266666667","Sonntag, den 17.02.2019 um 13:25 Uhr",
"59","9.095185","48.8336633333333","Sonntag, den 17.02.2019 um 13:25 Uhr",
"50","9.09512","48.833145","Sonntag, den 17.02.2019 um 13:25 Uhr",
"54","9.09506833333333","48.8329916666667","Sonntag, den 17.02.2019 um 13:25 Uhr",
"76","9.09515333333333","48.8328416666667","Sonntag, den 17.02.2019 um 13:25 Uhr",
"67","9.0954","48.83285","Sonntag, den 17.02.2019 um 13:25 Uhr",
"66","9.09550666666667","48.832865","Sonntag, den 17.02.2019 um 13:25 Uhr",
"52","9.09560833333333","48.83287","Sonntag, den 17.02.2019 um 13:25 Uhr",
"54","9.09565166666667","48.8328666666667","Sonntag, den 17.02.2019 um 13:25 Uhr",
"41","9.095705","48.8328683333333","Sonntag, den 17.02.2019 um 13:25 Uhr",
"41","9.09579","48.832865","Sonntag, den 17.02.2019 um 13:25 Uhr",
"44","9.09588666666667","48.8328516666667","Sonntag, den 17.02.2019 um 13:25 Uhr",
"44","9.09594833333333","48.8328416666667","Sonntag, den 17.02.2019 um 13:25 Uhr",
"58","9.09598166666667","48.8328333333333","Sonntag, den 17.02.2019 um 13:25 Uhr",
"44","9.09599","48.832835","Sonntag, den 17.02.2019 um 13:25 Uhr",
"78","9.09583666666667","48.8328066666667","Sonntag, den 17.02.2019 um 13:26 Uhr",
"45","9.09583666666667","48.8328066666667","Sonntag, den 17.02.2019 um 13:26 Uhr",
"39","9.09583666666667","48.8328066666667","Sonntag, den 17.02.2019 um 13:26 Uhr",
"37","9.09583666666667","48.8328066666667","Sonntag, den 17.02.2019 um 13:26 Uhr",
"43","9.09583666666667","48.8328066666667","Sonntag, den 17.02.2019 um 13:26 Uhr",
"41","9.09583666666667","48.8328066666667","Sonntag, den 17.02.2019 um 13:27 Uhr",
"52","9.09583666666667","48.8328066666667","Sonntag, den 17.02.2019 um 13:27 Uhr",
"41","9.09583666666667","48.8328066666667","Sonntag, den 17.02.2019 um 13:27 Uhr",
"39","9.09583666666667","48.8328066666667","Sonntag, den 17.02.2019 um 13:27 Uhr",
"65","9.09600666666667","48.8328433333333","Sonntag, den 17.02.2019 um 13:36 Uhr",
"50","9.09843333333333","48.8328516666667","Sonntag, den 17.02.2019 um 13:36 Uhr",
"57","9.09849333333333","48.832835","Sonntag, den 17.02.2019 um 13:36 Uhr",
"60","9.09854333333333","48.83283","Sonntag, den 17.02.2019 um 13:36 Uhr",
"60","9.09857666666667","48.8328333333333","Sonntag, den 17.02.2019 um 13:36 Uhr",
"55","9.098595","48.83283","Sonntag, den 17.02.2019 um 13:36 Uhr",
"76","9.09862166666667","48.8328266666667","Sonntag, den 17.02.2019 um 13:36 Uhr",
"40","9.09865333333333","48.832825","Sonntag, den 17.02.2019 um 13:36 Uhr",
"45","9.09868","48.8328216666667","Sonntag, den 17.02.2019 um 13:36 Uhr",
"69","9.09876833333333","48.8327933333333","Sonntag, den 17.02.2019 um 13:36 Uhr",
"63","9.098815","48.8327716666667","Sonntag, den 17.02.2019 um 13:36 Uhr",
"73","9.09884","48.83276","Sonntag, den 17.02.2019 um 13:36 Uhr",
"74","9.09885666666667","48.832745","Sonntag, den 17.02.2019 um 13:36 Uhr",
"73","9.09886833333333","48.8327266666667","Sonntag, den 17.02.2019 um 13:36 Uhr",
"49","9.09889","48.83271","Sonntag, den 17.02.2019 um 13:37 Uhr",
"54","9.098905","48.83269","Sonntag, den 17.02.2019 um 13:37 Uhr",
"39","9.098915","48.8326666666667","Sonntag, den 17.02.2019 um 13:37 Uhr",
"74","9.098925","48.83261","Sonntag, den 17.02.2019 um 13:37 Uhr",
"36","9.09896833333333","48.8325783333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"56","9.09898","48.8325733333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"72","9.09901","48.8325533333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"67","9.09903333333333","48.8325283333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"58","9.09904666666667","48.8325083333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"66","9.09905666666667","48.8324733333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"40","9.09905","48.8324433333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"32","9.09905166666667","48.832435","Sonntag, den 17.02.2019 um 13:37 Uhr",
"30","9.09904","48.8324166666667","Sonntag, den 17.02.2019 um 13:37 Uhr",
"36","9.09904166666667","48.8323966666667","Sonntag, den 17.02.2019 um 13:37 Uhr",
"34","9.09903666666667","48.83239","Sonntag, den 17.02.2019 um 13:37 Uhr",
"46","9.09902833333333","48.8323833333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"52","9.09904666666667","48.832375","Sonntag, den 17.02.2019 um 13:37 Uhr",
"46","9.09906","48.83236","Sonntag, den 17.02.2019 um 13:37 Uhr",
"29","9.09907833333333","48.8323333333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"50","9.09908166666667","48.8323133333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"36","9.09905666666667","48.83232","Sonntag, den 17.02.2019 um 13:37 Uhr",
"33","9.09906666666667","48.8323","Sonntag, den 17.02.2019 um 13:37 Uhr",
"38","9.09907166666667","48.8322733333333","Sonntag, den 17.02.2019 um 13:37 Uhr",
"41","9.09906833333333","48.832235","Sonntag, den 17.02.2019 um 13:37 Uhr",
"36","9.09908","48.832215","Sonntag, den 17.02.2019 um 13:37 Uhr",
"68","9.09903166666667","48.8322333333333","Sonntag, den 17.02.2019 um 13:38 Uhr",
"61","9.09901333333333","48.8322033333333","Sonntag, den 17.02.2019 um 13:38 Uhr",
"32","9.09901166666667","48.83215","Sonntag, den 17.02.2019 um 13:38 Uhr",
"44","9.099025","48.83211","Sonntag, den 17.02.2019 um 13:38 Uhr",
"48","9.09902833333333","48.8320533333333","Sonntag, den 17.02.2019 um 13:38 Uhr",
"73","9.09904","48.83199","Sonntag, den 17.02.2019 um 13:38 Uhr",
"36","9.099065","48.8319383333333","Sonntag, den 17.02.2019 um 13:38 Uhr",
"61","9.09906666666667","48.8319033333333","Sonntag, den 17.02.2019 um 13:38 Uhr",
"39","9.099095","48.8318533333333","Sonntag, den 17.02.2019 um 13:38 Uhr",
"75","9.09911666666667","48.83183","Sonntag, den 17.02.2019 um 13:38 Uhr",
"45","9.09913833333333","48.8317566666667","Sonntag, den 17.02.2019 um 13:38 Uhr",
"29","9.09914333333333","48.8317333333333","Sonntag, den 17.02.2019 um 13:38 Uhr",
"32","9.099165","48.8316883333333","Sonntag, den 17.02.2019 um 13:38 Uhr",
"41","9.09916166666667","48.83168","Sonntag, den 17.02.2019 um 13:38 Uhr",
"53","9.099155","48.8315833333333","Sonntag, den 17.02.2019 um 13:38 Uhr",
"32","9.09915333333333","48.8315683333333","Sonntag, den 17.02.2019 um 13:38 Uhr",
"67","9.09916333333333","48.831525","Sonntag, den 17.02.2019 um 13:38 Uhr",
"72","9.09923","48.8314766666667","Sonntag, den 17.02.2019 um 13:39 Uhr",
"35","9.099235","48.83146","Sonntag, den 17.02.2019 um 13:39 Uhr",
"53","9.09923666666667","48.8314466666667","Sonntag, den 17.02.2019 um 13:39 Uhr",
"63","9.09924","48.8314333333333","Sonntag, den 17.02.2019 um 13:39 Uhr",
"71","9.099235","48.8314166666667","Sonntag, den 17.02.2019 um 13:39 Uhr",
"54","9.099225","48.831365","Sonntag, den 17.02.2019 um 13:39 Uhr",
"57","9.09921833333333","48.83134","Sonntag, den 17.02.2019 um 13:39 Uhr",
"66","9.09920833333333","48.83132","Sonntag, den 17.02.2019 um 13:39 Uhr",
"62","9.09920166666667","48.831305","Sonntag, den 17.02.2019 um 13:39 Uhr",
"67","9.0992","48.8312883333333","Sonntag, den 17.02.2019 um 13:39 Uhr",
"39","9.09919166666667","48.8312766666667","Sonntag, den 17.02.2019 um 13:39 Uhr",
"31","9.09917","48.8312416666667","Sonntag, den 17.02.2019 um 13:39 Uhr",
"67","9.09916833333333","48.831215","Sonntag, den 17.02.2019 um 13:39 Uhr",
"25","9.09916666666667","48.831195","Sonntag, den 17.02.2019 um 13:39 Uhr",
"65","9.09916666666667","48.831175","Sonntag, den 17.02.2019 um 13:39 Uhr",
"54","9.09917166666667","48.8311366666667","Sonntag, den 17.02.2019 um 13:39 Uhr",
"67","9.099175","48.8311016666667","Sonntag, den 17.02.2019 um 13:39 Uhr",
"67","9.099175","48.8310866666667","Sonntag, den 17.02.2019 um 13:39 Uhr",
"43","9.09916833333333","48.8310566666667","Sonntag, den 17.02.2019 um 13:39 Uhr",
"28","9.09914666666667","48.831045","Sonntag, den 17.02.2019 um 13:39 Uhr",
"38","9.09913833333333","48.8310133333333","Sonntag, den 17.02.2019 um 13:40 Uhr",
"53","9.099135","48.8309866666667","Sonntag, den 17.02.2019 um 13:40 Uhr",
"67","9.09912833333333","48.8309533333333","Sonntag, den 17.02.2019 um 13:40 Uhr",
"54","9.09912333333333","48.83091","Sonntag, den 17.02.2019 um 13:40 Uhr",
"54","9.09911666666667","48.830875","Sonntag, den 17.02.2019 um 13:40 Uhr",
"57","9.09911666666667","48.8308516666667","Sonntag, den 17.02.2019 um 13:40 Uhr",
"56","9.09910666666667","48.8308116666667","Sonntag, den 17.02.2019 um 13:40 Uhr",
"69","9.099105","48.8307783333333","Sonntag, den 17.02.2019 um 13:40 Uhr",
"66","9.099095","48.83076","Sonntag, den 17.02.2019 um 13:40 Uhr",
"32","9.09908833333333","48.83073","Sonntag, den 17.02.2019 um 13:40 Uhr",
"58","9.09909","48.8307066666667","Sonntag, den 17.02.2019 um 13:40 Uhr",
"48","9.099085","48.830665","Sonntag, den 17.02.2019 um 13:40 Uhr",
"58","9.09906333333333","48.8306066666667","Sonntag, den 17.02.2019 um 13:40 Uhr",
"35","9.09906166666667","48.8305883333333","Sonntag, den 17.02.2019 um 13:40 Uhr",
"35","9.09905166666667","48.8305433333333","Sonntag, den 17.02.2019 um 13:41 Uhr",
"48","9.09886833333333","48.83026","Sonntag, den 17.02.2019 um 13:41 Uhr",
"63","9.098805","48.8302733333333","Sonntag, den 17.02.2019 um 13:41 Uhr",
"55","9.09875333333333","48.8302716666667","Sonntag, den 17.02.2019 um 13:41 Uhr",
"42","9.09871833333333","48.8302516666667","Sonntag, den 17.02.2019 um 13:41 Uhr",
"51","9.09866166666667","48.8302433333333","Sonntag, den 17.02.2019 um 13:41 Uhr",
"33","9.09863333333333","48.8302416666667","Sonntag, den 17.02.2019 um 13:41 Uhr",
"59","9.09861166666667","48.8302433333333","Sonntag, den 17.02.2019 um 13:41 Uhr",
"45","9.098605","48.8302433333333","Sonntag, den 17.02.2019 um 13:42 Uhr",
"33","9.098375","48.8303283333333","Sonntag, den 17.02.2019 um 13:42 Uhr",
"51","9.09835833333333","48.8303483333333","Sonntag, den 17.02.2019 um 13:42 Uhr",
"37","9.09834666666667","48.83038","Sonntag, den 17.02.2019 um 13:42 Uhr",
"28","9.09831666666667","48.8304083333333","Sonntag, den 17.02.2019 um 13:42 Uhr",
"38","9.09825666666667","48.83044","Sonntag, den 17.02.2019 um 13:42 Uhr",
"44","9.09824","48.8304633333333","Sonntag, den 17.02.2019 um 13:42 Uhr",
"42","9.09822333333333","48.8304833333333","Sonntag, den 17.02.2019 um 13:42 Uhr",
"36","9.09821833333333","48.8304983333333","Sonntag, den 17.02.2019 um 13:42 Uhr",
"50","9.09820833333333","48.8305216666667","Sonntag, den 17.02.2019 um 13:42 Uhr",
"45","9.09819833333333","48.8305316666667","Sonntag, den 17.02.2019 um 13:42 Uhr",
"28","9.09819666666667","48.8305583333333","Sonntag, den 17.02.2019 um 13:42 Uhr",
"42","9.09818","48.830575","Sonntag, den 17.02.2019 um 13:42 Uhr",
"53","9.09816333333333","48.8306016666667","Sonntag, den 17.02.2019 um 13:42 Uhr",
"46","9.098145","48.8306216666667","Sonntag, den 17.02.2019 um 13:42 Uhr",
"46","9.09814166666667","48.8306333333333","Sonntag, den 17.02.2019 um 13:42 Uhr",
"34","9.098125","48.8306516666667","Sonntag, den 17.02.2019 um 13:42 Uhr",
"37","9.09811166666667","48.83067","Sonntag, den 17.02.2019 um 13:42 Uhr",
"41","9.09809166666667","48.8306833333333","Sonntag, den 17.02.2019 um 13:43 Uhr",
"47","9.09807833333333","48.8307016666667","Sonntag, den 17.02.2019 um 13:43 Uhr",
"34","9.09804666666667","48.8307333333333","Sonntag, den 17.02.2019 um 13:43 Uhr",
"59","9.09801833333333","48.8307583333333","Sonntag, den 17.02.2019 um 13:43 Uhr",
"57","9.09799666666667","48.830775","Sonntag, den 17.02.2019 um 13:43 Uhr",
"44","9.097985","48.8307833333333","Sonntag, den 17.02.2019 um 13:43 Uhr",
"45","9.09796833333333","48.8308033333333","Sonntag, den 17.02.2019 um 13:43 Uhr",
"50","9.097955","48.83082","Sonntag, den 17.02.2019 um 13:43 Uhr",
"39","9.09793833333333","48.830835","Sonntag, den 17.02.2019 um 13:43 Uhr",
"43","9.09792","48.83085","Sonntag, den 17.02.2019 um 13:43 Uhr",
"46","9.09789833333334","48.8308716666667","Sonntag, den 17.02.2019 um 13:43 Uhr",
"48","9.09789166666667","48.8308783333333","Sonntag, den 17.02.2019 um 13:43 Uhr",
"60","9.09789333333333","48.8309016666667","Sonntag, den 17.02.2019 um 13:43 Uhr",
"45","9.09786833333333","48.8309183333333","Sonntag, den 17.02.2019 um 13:43 Uhr",
"34","9.09781166666667","48.8309366666667","Sonntag, den 17.02.2019 um 13:43 Uhr",
"63","9.09775666666667","48.830955","Sonntag, den 17.02.2019 um 13:43 Uhr",
"74","9.09766333333333","48.830985","Sonntag, den 17.02.2019 um 13:43 Uhr",
"54","9.09760333333333","48.8310116666667","Sonntag, den 17.02.2019 um 13:44 Uhr",
"52","9.09752333333333","48.8310366666667","Sonntag, den 17.02.2019 um 13:44 Uhr",
"39","9.09747","48.8310883333333","Sonntag, den 17.02.2019 um 13:44 Uhr",
"40","9.09751666666667","48.83111","Sonntag, den 17.02.2019 um 13:44 Uhr",
"37","9.09752166666667","48.83111","Sonntag, den 17.02.2019 um 13:44 Uhr",
"38","9.09752833333333","48.8311016666667","Sonntag, den 17.02.2019 um 13:44 Uhr",
"39","9.09752833333333","48.8311016666667","Sonntag, den 17.02.2019 um 13:44 Uhr",
"59","9.09752833333333","48.8311016666667","Sonntag, den 17.02.2019 um 13:44 Uhr",
"72","9.09795833333333","48.8307616666667","Sonntag, den 17.02.2019 um 13:45 Uhr",
"47","9.097625","48.83107","Sonntag, den 17.02.2019 um 13:45 Uhr",
"38","9.09758833333333","48.8310933333333","Sonntag, den 17.02.2019 um 13:45 Uhr",
"47","9.19880124157128","48.9022775353017","Sonntag, den 17.02.2019 um 13:46 Uhr",
"74","9.09759333333333","48.83109","Sonntag, den 17.02.2019 um 13:48 Uhr",
"71","9.09759333333333","48.83109","Sonntag, den 17.02.2019 um 13:48 Uhr",
"75","9.096085","48.8320183333333","Sonntag, den 17.02.2019 um 13:48 Uhr",
"35","9.096085","48.8320183333333","Sonntag, den 17.02.2019 um 13:48 Uhr",
"54","9.09747166666667","48.8309466666667","Sonntag, den 17.02.2019 um 13:48 Uhr",
"34","9.09756666666667","48.830895","Sonntag, den 17.02.2019 um 13:48 Uhr",
"55","9.09279","48.88752","Sonntag, den 17.02.2019 um 14:15 Uhr",
"67","9.097575","48.8308633333333","Sonntag, den 17.02.2019 um 14:15 Uhr",
"51","9.09759666666667","48.8308533333333","Sonntag, den 17.02.2019 um 14:15 Uhr",
"33","9.09757","48.83089","Sonntag, den 17.02.2019 um 14:15 Uhr",
"47","9.09756","48.8309016666667","Sonntag, den 17.02.2019 um 14:15 Uhr",
"44","9.09755833333333","48.830905","Sonntag, den 17.02.2019 um 14:15 Uhr",
"63","9.09756","48.8309083333333","Sonntag, den 17.02.2019 um 14:15 Uhr",
"69","9.09756333333333","48.8309066666667","Sonntag, den 17.02.2019 um 14:15 Uhr",
"62","9.09756","48.8309066666667","Sonntag, den 17.02.2019 um 14:15 Uhr",
"43","9.09755833333333","48.8309483333333","Sonntag, den 17.02.2019 um 14:16 Uhr",
"35","9.09755666666667","48.83094","Sonntag, den 17.02.2019 um 14:16 Uhr",
"57","9.09755666666667","48.8309233333333","Sonntag, den 17.02.2019 um 14:16 Uhr",
"33","9.09756666666667","48.8308966666667","Sonntag, den 17.02.2019 um 14:16 Uhr",
"39","9.09757833333333","48.8308966666667","Sonntag, den 17.02.2019 um 14:16 Uhr",
"34","9.09757833333333","48.8308916666667","Sonntag, den 17.02.2019 um 14:16 Uhr",
"48","9.09757666666667","48.83089","Sonntag, den 17.02.2019 um 14:16 Uhr",
"68","9.097575","48.83089","Sonntag, den 17.02.2019 um 14:16 Uhr",
"65","9.097575","48.83089","Sonntag, den 17.02.2019 um 14:16 Uhr",
"67","9.09757833333333","48.8308883333333","Sonntag, den 17.02.2019 um 14:16 Uhr",
"55","9.09757833333333","48.8308866666667","Sonntag, den 17.02.2019 um 14:16 Uhr",
"36","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:16 Uhr",
"56","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:16 Uhr",
"30","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:16 Uhr",
"35","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:16 Uhr",
"47","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:16 Uhr",
"69","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:16 Uhr",
"66","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:16 Uhr",
"32","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:16 Uhr",
"34","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"42","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"65","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"64","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"31","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"57","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"35","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"36","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"29","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"34","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"69","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"28","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"59","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"57","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"68","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"32","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"61","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"66","9.09757833333333","48.830885","Sonntag, den 17.02.2019 um 14:17 Uhr",
"40","9.09752166666667","48.830915","Sonntag, den 17.02.2019 um 14:18 Uhr",
"30","9.09750166666667","48.8308416666667","Sonntag, den 17.02.2019 um 14:18 Uhr",
"46","9.0975","48.8308416666667","Sonntag, den 17.02.2019 um 14:18 Uhr",
"55","9.09751333333333","48.8308366666667","Sonntag, den 17.02.2019 um 14:18 Uhr",
"32","9.09752333333333","48.8308533333333","Sonntag, den 17.02.2019 um 14:18 Uhr",
"37","9.09753166666667","48.8308583333333","Sonntag, den 17.02.2019 um 14:18 Uhr",
"47","9.09756166666667","48.830865","Sonntag, den 17.02.2019 um 14:18 Uhr",
"34","9.09757666666667","48.83086","Sonntag, den 17.02.2019 um 14:18 Uhr",
"32","9.09758166666667","48.8308583333333","Sonntag, den 17.02.2019 um 14:18 Uhr",
"64","9.08336","48.8565433333333","Sonntag, den 17.02.2019 um 14:46 Uhr",
"67","9.0834","48.8568666666667","Sonntag, den 17.02.2019 um 14:46 Uhr",
"66","9.08366166666667","48.857975","Sonntag, den 17.02.2019 um 14:46 Uhr",
"67","9.08383","48.8583533333333","Sonntag, den 17.02.2019 um 14:46 Uhr",
"67","9.08421166666667","48.858895","Sonntag, den 17.02.2019 um 14:46 Uhr",
"62","9.08450666666667","48.8592316666667","Sonntag, den 17.02.2019 um 14:46 Uhr",
"69","9.08468","48.8593933333333","Sonntag, den 17.02.2019 um 14:46 Uhr",
"69","9.08526","48.859825","Sonntag, den 17.02.2019 um 14:46 Uhr",
"66","9.08546166666667","48.8599633333333","Sonntag, den 17.02.2019 um 14:46 Uhr",
"67","9.08591166666667","48.8602016666667","Sonntag, den 17.02.2019 um 14:46 Uhr",
"64","9.08641833333333","48.86041","Sonntag, den 17.02.2019 um 14:46 Uhr",
"66","9.08668833333333","48.8605016666667","Sonntag, den 17.02.2019 um 14:46 Uhr",
"67","9.08724333333333","48.8606683333333","Sonntag, den 17.02.2019 um 14:46 Uhr",
"67","9.08751666666667","48.86074","Sonntag, den 17.02.2019 um 14:47 Uhr",
"68","9.08808666666667","48.8608633333333","Sonntag, den 17.02.2019 um 14:47 Uhr",
"60","9.08866333333333","48.860975","Sonntag, den 17.02.2019 um 14:47 Uhr",
"66","9.08896","48.861025","Sonntag, den 17.02.2019 um 14:47 Uhr",
"61","9.09013666666667","48.8611833333333","Sonntag, den 17.02.2019 um 14:47 Uhr",
"64","9.089545","48.8611116666667","Sonntag, den 17.02.2019 um 14:47 Uhr",
"62","9.09073166666667","48.86125","Sonntag, den 17.02.2019 um 14:47 Uhr",
"62","9.09130833333333","48.8613133333333","Sonntag, den 17.02.2019 um 14:47 Uhr",
"64","9.09181666666667","48.8613883333333","Sonntag, den 17.02.2019 um 14:47 Uhr",
"54","9.0923","48.861475","Sonntag, den 17.02.2019 um 14:47 Uhr",
"59","9.09276833333333","48.8615766666667","Sonntag, den 17.02.2019 um 14:47 Uhr",
"62","9.09324333333333","48.8616833333333","Sonntag, den 17.02.2019 um 14:47 Uhr",
"58","9.09372333333333","48.8617716666667","Sonntag, den 17.02.2019 um 14:47 Uhr",
"61","9.09416","48.861925","Sonntag, den 17.02.2019 um 14:47 Uhr",
"65","9.09460666666667","48.8621116666667","Sonntag, den 17.02.2019 um 14:47 Uhr",
"62","9.09481","48.8622233333333","Sonntag, den 17.02.2019 um 14:47 Uhr",
"69","9.09766666666667","48.865585","Sonntag, den 17.02.2019 um 14:50 Uhr",
"73","9.094105","48.8857466666667","Sonntag, den 17.02.2019 um 14:50 Uhr",
"76","9.09374833333333","48.886285","Sonntag, den 17.02.2019 um 14:50 Uhr",
"64","9.093655","48.886415","Sonntag, den 17.02.2019 um 14:50 Uhr",
"59","9.093415","48.8867733333333","Sonntag, den 17.02.2019 um 14:50 Uhr",
"63","9.09329166666667","48.8869666666667","Sonntag, den 17.02.2019 um 14:50 Uhr",
"63","9.09315333333333","48.8871716666667","Sonntag, den 17.02.2019 um 14:50 Uhr",
"68","9.093035","48.88735","Sonntag, den 17.02.2019 um 14:50 Uhr",
"67","9.09277833333333","48.887805","Sonntag, den 17.02.2019 um 14:50 Uhr",
"72","9.09266666666667","48.8879733333333","Sonntag, den 17.02.2019 um 14:50 Uhr",
"71","9.091935","48.8889366666667","Sonntag, den 17.02.2019 um 14:50 Uhr",
"74","9.091935","48.8889366666667","Sonntag, den 17.02.2019 um 14:50 Uhr",
